isil,contact_index,contact_type,contact_value,source
IT-MI0659,2,telefono,+39 0250314269,contatti.xml
IT-MI0661,1,fax,+39 0250314074,contatti.xml
IT-MI0661,2,telefono,+39 0250314073,contatti.xml
IT-MI0662,1,fax,+39 0250314405,contatti.xml
IT-MI0662,2,telefono,+39 0250314403,contatti.xml
IT-MI0663,1,e-mail,biblio.mat@unimi.it,contatti.xml
IT-MI0663,2,telefono,+39 0250316116,contatti.xml
IT-MI0663,3,url,https://www.sba.unimi.it/Biblioteche/mat/3180.html,contatti.xml
IT-MI0669,1,e-mail,spser@unimi.it,contatti.xml
IT-MI0669,2,e-mail,spill@unimi.it,contatti.xml
IT-MI0669,3,telefono,+39 0250321126,contatti.xml
IT-MI0669,4,url,http://www.sba.unimi.it/biblioscienzepolitiche,contatti.xml
IT-MI0675,1,e-mail,biblioteca@mutuacesarepozzo.it,contatti.xml
IT-MI0675,2,fax,+39 0266726313,contatti.xml
IT-MI0675,3,pec,fondazionepozzo@pec.it,contatti.xml
IT-MI0675,4,telefono,+39 0266726387,contatti.xml
IT-MI0675,5,url,https://www.fondazionepozzo.org/,contatti.xml
IT-MI0678,1,pec,cc.milano@giustiziacert.it,contatti.xml
IT-MI0678,2,telefono,+39 0248010328,contatti.xml
IT-MI0680,1,e-mail,l.aiello@golgiredaelli.it,contatti.xml
IT-MI0680,2,telefono,+39 0272518218,contatti.xml
IT-MI0680,3,url,www.culturagolgiredaelli.it,contatti.xml
IT-MI0698,1,e-mail,info@cmp-spiweb.it,contatti.xml
IT-MI0698,2,fax,+39 025512832,contatti.xml
IT-MI0698,3,pec,cmp.spi@pec.it,contatti.xml
IT-MI0698,4,telefono,+39 0255012281,contatti.xml
IT-MI0698,5,url,https://spi.erasmo.it/,contatti.xml
IT-MI0699,1,e-mail,info@archiviopinelli.it,contatti.xml
IT-MI0699,2,e-mail,centrostudi@centrostudilibertari.it,contatti.xml
IT-MI0699,3,fax,+39 0287393382,contatti.xml
IT-MI0699,4,pec,centrostudilibertari@pec.it,contatti.xml
IT-MI0699,5,telefono,+39 0287393382,contatti.xml
IT-MI0699,6,url,http://www.archiviopinelli.it,contatti.xml
IT-MI0700,1,e-mail,cespi@cespi-ong.org,contatti.xml
IT-MI0700,2,telefono,+39 0222403877,contatti.xml
IT-MI0700,3,url,https://www.cespi.org/,contatti.xml
IT-MI0705,1,e-mail,staff@pim.mi.it,contatti.xml
IT-MI0705,2,e-mail,paola.baraldo@pim.mi.it,contatti.xml
IT-MI0705,3,fax,+39 02653954,contatti.xml
IT-MI0705,4,pec,centrostudipim@pec.pim.milano.it,contatti.xml
IT-MI0705,5,telefono,+39 026311901,contatti.xml
IT-MI0705,6,url,http://www.pim.mi.it/biblioteca-online/,contatti.xml
IT-MI0710,1,e-mail,info@archeologico.org,contatti.xml
IT-MI0710,2,telefono,+39 02796372,contatti.xml
IT-MI0710,3,url,http://www.archeologico.org/biblioteca/,contatti.xml
IT-MI0716,1,e-mail,biblioteca@unipiams.org,contatti.xml
IT-MI0716,2,fax,+39 02.89406400,contatti.xml
IT-MI0716,3,telefono,+39 02.89406400,contatti.xml
IT-MI0716,4,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/546/Biblioteca+del+Pontificio+istituto+ambrosiano+di+musica+sacra+-+PIAMS,contatti.xml
IT-MI0716,5,url,http://www.unipiams.org/biblioteca,contatti.xml
IT-MI0718,1,e-mail,bibliotecachiaravalle@gmail.com,contatti.xml
IT-MI0718,2,fax,+39 02.5393544,contatti.xml
IT-MI0718,3,telefono,+39 02.5694007,contatti.xml
IT-MI0718,4,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/547/Biblioteca+del+Monastero+S.+Maria+di+Chiaravalle,contatti.xml
IT-MI0718,5,url,http://www.monasterochiaravalle.it/it-it/biblioteca-chiaravalle-milano.aspx,contatti.xml
IT-MI0724,1,e-mail,studio@origonisteiner.it,contatti.xml
IT-MI0724,2,telefono,+39 02342027,contatti.xml
IT-MI0725,1,e-mail,lombardia@agesci.org,contatti.xml
IT-MI0725,2,fax,+39 0258314757,contatti.xml
IT-MI0725,3,pec,csd@monsghetti-baden.it,contatti.xml
IT-MI0725,4,telefono,0258314760,contatti.xml
IT-MI0725,5,url,www.montefalco.pg.it,contatti.xml
IT-MI0728,1,fax,+39 0269001449,contatti.xml
IT-MI0728,2,telefono,0269001449,contatti.xml
IT-MI0735,1,e-mail,isef@iseflombardia.it,contatti.xml
IT-MI0735,2,telefono,+39 027561184,contatti.xml
IT-MI0735,3,url,http://www.iseflombardia.it,contatti.xml
IT-MI0741,1,e-mail,biblioteca@sanfedele.net,contatti.xml
IT-MI0741,2,e-mail,elvio.s@sanfedele.net,contatti.xml
IT-MI0741,3,fax,+39 0286352582,contatti.xml
IT-MI0741,4,telefono,+39 0286352421,contatti.xml
IT-MI0741,5,telefono,+39 3890826415,contatti.xml
IT-MI0741,6,url,www.bibliotecasanfedele.it,contatti.xml
IT-MI0743,1,fax,+39 022362946,contatti.xml
IT-MI0743,2,telefono,+39 02236991,contatti.xml
IT-MI0744,1,e-mail,istgem@libero.it,contatti.xml
IT-MI0744,2,fax,+39 0270123480,contatti.xml
IT-MI0744,3,telefono,+39 02715106,contatti.xml
IT-MI0744,4,url,http://digilander.iol.it/istgem,contatti.xml
IT-MI0748,1,fax,+39 024156603,contatti.xml
IT-MI0748,2,telefono,+39 02413151,contatti.xml
IT-MI0748,3,url,http://www.ipab.mi.it,contatti.xml
IT-MI0749,1,e-mail,biblio@istituto-besta.it,contatti.xml
IT-MI0749,2,e-mail,saba.motta@istituto-besta.it,contatti.xml
IT-MI0749,3,fax,+39 022394276,contatti.xml
IT-MI0749,4,pec,protocollo@pec.istituto-besta.it,contatti.xml
IT-MI0749,5,telefono,+39 0223942339,contatti.xml
IT-MI0749,6,telefono,+39 0223942725,contatti.xml
IT-MI0749,7,url,https://www.istituto-besta.it/biblioteca-scientifica1,contatti.xml
IT-MI0750,1,e-mail,posta@robertocolombi.it,contatti.xml
IT-MI0750,2,fax,+39 0263633250,contatti.xml
IT-MI0750,3,telefono,0263633250,contatti.xml
IT-MI0750,4,url,http://www.fbf.mi.it,contatti.xml
IT-MI0752,1,e-mail,biblio@milano.ied.it,contatti.xml
IT-MI0752,2,fax,+39 02 55012613,contatti.xml
IT-MI0752,3,telefono,+39 02 5796951,contatti.xml
IT-MI0752,4,url,http://biblioteche.ied.it/,contatti.xml
IT-MI0753,1,e-mail,istituto@ganassini.it,contatti.xml
IT-MI0753,2,fax,+39 02534106,contatti.xml
IT-MI0753,3,telefono,+39 025357041,contatti.xml
IT-MI0753,4,url,http://www.ganassini.it,contatti.xml
IT-MI0755,1,e-mail,biblioteca@asst-pini-cto.it.it,contatti.xml
IT-MI0755,2,fax,+39 0258296619,contatti.xml
IT-MI0755,3,pec,protocollo@pec.asst-pini-cto.it,contatti.xml
IT-MI0755,4,telefono,+39 02582961,contatti.xml
IT-MI0755,5,url,www.asst-pini-cto.it/,contatti.xml
IT-MI0757,1,e-mail,biblioteca@oapd.inaf.it,contatti.xml
IT-MI0757,2,fax,+39 022666017,contatti.xml
IT-MI0757,3,pec,inafiasfmi@pcert.postecert.it,contatti.xml
IT-MI0757,4,telefono,+39 0223699321,contatti.xml
IT-MI0757,5,url,https://www.iasf-milano.inaf.it/it/library/,contatti.xml
IT-MI0759,1,e-mail,issr.milano@tin.it,contatti.xml
IT-MI0759,2,e-mail,segreteria@issrmilano.it,contatti.xml
IT-MI0759,3,fax,+39 02795394,contatti.xml
IT-MI0759,4,telefono,+39 0286318503,contatti.xml
IT-MI0759,5,url,http://www.diocesi.milano.it/issr,contatti.xml
IT-MI0763,1,fax,+39 026690410,contatti.xml
IT-MI0763,2,telefono,+39 026739781,contatti.xml
IT-MI0764,1,telefono,+39 0255176224,contatti.xml
IT-MI0765,1,e-mail,biblioteca@iulm.it,contatti.xml
IT-MI0765,2,e-mail,interlibrary@iulm.it,contatti.xml
IT-MI0765,3,fax,+39 02891413216,contatti.xml
IT-MI0765,4,telefono,+39 02891412216,contatti.xml
IT-MI0765,5,url,https://www.iulm.it/it/vivere-in-iulm/biblioteca,contatti.xml
IT-MI0767,1,e-mail,biblioteca_tremaglia@regione.lombardia.it,contatti.xml
IT-MI0767,2,fax,+39 0267656740,contatti.xml
IT-MI0767,3,telefono,+39 0267655786,contatti.xml
IT-MI0769,1,telefono,022127121,contatti.xml
IT-MI0774,1,e-mail,archivio@archiviolavoro.it,contatti.xml
IT-MI0774,2,telefono,0255025931,contatti.xml
IT-MI0774,3,url,www.archiviolavoro.it,contatti.xml
IT-MI0788,1,e-mail,biblioteca@ftis.it,contatti.xml
IT-MI0788,2,fax,+39 02.72003162,contatti.xml
IT-MI0788,3,telefono,+39 02.86318500,contatti.xml
IT-MI0788,4,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/550/Biblioteca+della+Facolt%E0+teologica+dell%27Italia+settentrionale,contatti.xml
IT-MI0788,5,url,http://www.teologiamilano.it/pls/teologiamilano/V3_S2EW_CONSULTAZIONE.mostra_pagina?id_pagina=9&rifi=guest&rifp=guest,contatti.xml
IT-MI0790,1,e-mail,fulton@fulton.it,contatti.xml
IT-MI0790,2,fax,+39 0293589162,contatti.xml
IT-MI0790,3,telefono,+39 029382371,contatti.xml
IT-MI0790,4,url,http://www.fulton.it,contatti.xml
IT-MI0801,1,e-mail,oppi@oppi.mi.it,contatti.xml
IT-MI0801,2,fax,+39 0239269027,contatti.xml
IT-MI0801,3,telefono,+39 0233001387,contatti.xml
IT-MI0801,4,url,http://oppi.it/,contatti.xml
IT-MI0811,1,fax,+39 028690270,contatti.xml
IT-MI0811,2,telefono,+39 0286461785,contatti.xml
IT-MI0813,1,e-mail,angelo.meoli@siemens.it,contatti.xml
IT-MI0813,2,fax,+39 0224362113,contatti.xml
IT-MI0813,3,telefono,+39 0224362395,contatti.xml
IT-MI0825,1,fax,+39 028132983,contatti.xml
IT-MI0825,2,telefono,02891391,contatti.xml
IT-MI0825,3,url,http://spaspa.it,contatti.xml
IT-MI0828,1,e-mail,info@politeia-centrostudi.org,contatti.xml
IT-MI0828,2,fax,+39 0250313022,contatti.xml
IT-MI0828,3,pec,politeiacentrostudi@pec.it,contatti.xml
IT-MI0828,4,telefono,+39 0250313016,contatti.xml
IT-MI0828,5,url,http://www.politeia-centrostudi.org/biblioteca.html,contatti.xml
IT-MI0830,1,e-mail,info@cfu.it,contatti.xml
IT-MI0830,2,fax,+39 024522401,contatti.xml
IT-MI0830,3,telefono,024522401,contatti.xml
IT-MI0830,4,url,www.boscoincitta.it/biblioteca7,contatti.xml
IT-MI0837,1,e-mail,archivio@policlinico.mi.it,contatti.xml
IT-MI0837,2,pec,archivio@pec.policlinico.mi.it,contatti.xml
IT-MI0837,3,telefono,+39 0255038278,contatti.xml
IT-MI0837,4,url,https://www.policlinico.mi.it/beniculturali/i-nostri-beni/biblioteca-storica-di-medicina,contatti.xml
IT-MI0838,1,e-mail,bibsegr@policlinico.mi.it,contatti.xml
IT-MI0838,2,fax,+39 0255038227,contatti.xml
IT-MI0838,3,telefono,+39 0255038267,contatti.xml
IT-MI0838,4,url,http://www.policlinico.mi.it,contatti.xml
IT-MI0844,1,e-mail,macnastroteca@tiscali.it,contatti.xml
IT-MI0844,2,fax,+39 02794565,contatti.xml
IT-MI0844,3,telefono,+39 02794565,contatti.xml
IT-MI0847,1,e-mail,biblioteca.arcore@cubinrete.it,contatti.xml
IT-MI0847,2,e-mail,v.ragaini@cubinrete.it,contatti.xml
IT-MI0847,3,fax,+39 0396015106,contatti.xml
IT-MI0847,4,pec,comune.arcore@pec.regione.lombardia.it,contatti.xml
IT-MI0847,5,telefono,+39 039616158,contatti.xml
IT-MI0847,6,url,www.cubinrete.it/arcore,contatti.xml
IT-MI0851,1,e-mail,biblioteca@comune.albairate.mi.it,contatti.xml
IT-MI0851,2,fax,+39 0294981324,contatti.xml
IT-MI0851,3,pec,comune.albairate.mi@pec.it,contatti.xml
IT-MI0851,4,telefono,+39 0294981343,contatti.xml
IT-MI0851,5,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0853,1,e-mail,biblioteca.arese@comune.arese.mi.it,contatti.xml
IT-MI0853,2,e-mail,biblioteca.arese@csbno.net,contatti.xml
IT-MI0853,3,fax,+39 0293589336,contatti.xml
IT-MI0853,4,pec,protocollo@cert.comune.arese.mi.it,contatti.xml
IT-MI0853,5,telefono,+39 0293527386,contatti.xml
IT-MI0853,6,telefono,+39 0293527383,contatti.xml
IT-MI0853,7,url,www.facebook.com/Biblioteca-comunale-Arese-439587556058871/,contatti.xml
IT-MI0853,8,url,https://webopac.csbno.net/library/Arese/,contatti.xml
IT-MI0855,1,e-mail,servizi.culturali@comune.bareggio.mi.it,contatti.xml
IT-MI0855,2,e-mail,olivotto.roberta@comune.bareggio.mi.it,contatti.xml
IT-MI0855,3,fax,+39 0290361588,contatti.xml
IT-MI0855,4,pec,comune.bareggio@pec.regione.lombardia.it,contatti.xml
IT-MI0855,5,telefono,+39 0290369247,contatti.xml
IT-MI0855,6,telefono,+39 0290369221,contatti.xml
IT-MI0855,7,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0856,1,e-mail,biblioteca@comune.binasco.mi.it,contatti.xml
IT-MI0856,2,fax,+39 0290091725,contatti.xml
IT-MI0856,3,pec,comune.binasco@legalmail.it,contatti.xml
IT-MI0856,4,telefono,+39 0290578163,contatti.xml
IT-MI0856,5,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0860,1,e-mail,biblioteche@comune.basiglio.mi.it,contatti.xml
IT-MI0860,2,fax,+39 0290754380,contatti.xml
IT-MI0860,3,pec,basiglio@postacert.comune.basiglio.mi.it,contatti.xml
IT-MI0860,4,telefono,+39 0290754380,contatti.xml
IT-MI0860,5,url,https://www.comune.basiglio.mi.it/pagina732_biblioteche-comunali.html,contatti.xml
IT-MI0860,6,url,https://www.facebook.com/bibliotecaragazzi.basiglio/,contatti.xml
IT-MI0861,1,e-mail,biblioteca.cassina@csbno.net,contatti.xml
IT-MI0861,2,fax,+39 0235005517,contatti.xml
IT-MI0861,3,pec,comune.bollate@legalmail.it,contatti.xml
IT-MI0861,4,telefono,+39 023511824,contatti.xml
IT-MI0861,5,url,https://webopac.csbno.net/library/Bollate-Cassina/,contatti.xml
IT-MI0862,1,e-mail,claudio.loponte@ausimont.com,contatti.xml
IT-MI0862,2,fax,+39 0238356564,contatti.xml
IT-MI0862,3,telefono,+39 0238356413,contatti.xml
IT-MI0862,4,url,http://www.solvaysolexis.com,contatti.xml
IT-MI0864,1,e-mail,biblioteca.bresso@csbno.net,contatti.xml
IT-MI0864,2,fax,+39 026100886,contatti.xml
IT-MI0864,3,pec,comune.bresso@legalmail.it,contatti.xml
IT-MI0864,4,telefono,+39 0261455349,contatti.xml
IT-MI0864,5,url,www.csbno.net,contatti.xml
IT-MI0866,1,e-mail,biblioteca@comune.brugherio.mb.it,contatti.xml
IT-MI0866,2,pec,protocollo.brugherio@legalmail.it,contatti.xml
IT-MI0866,3,telefono,+39 0392893401,contatti.xml
IT-MI0866,4,url,https://www.comune.brugherio.mb.it/biblioteca-civica/informazioni-e-orari/,contatti.xml
IT-MI0866,5,url,https://www.biblioclick.it/library/BIB-BRUGHERIO/,contatti.xml
IT-MI0866,6,url,https://www.facebook.com/biblioteca.brugherio,contatti.xml
IT-MI0867,1,e-mail,bibliotecabuccinasco@gmail.com,contatti.xml
IT-MI0867,2,fax,+39 0248842117,contatti.xml
IT-MI0867,3,pec,biblioteca@comune.buccinasco.mi.it,contatti.xml
IT-MI0867,4,telefono,+39 02488884514,contatti.xml
IT-MI0867,5,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0868,1,e-mail,biblioteca.busto@csbno.net,contatti.xml
IT-MI0868,2,fax,+39 0331562063,contatti.xml
IT-MI0868,3,pec,protocollo.bustogarolfo@sicurezzapostale.it,contatti.xml
IT-MI0868,4,telefono,+39 0331562002,contatti.xml
IT-MI0868,5,url,www.csbno.net,contatti.xml
IT-MI0872,1,e-mail,biblioteca.busnago@cubinrete.it,contatti.xml
IT-MI0872,2,fax,+39 0396095041,contatti.xml
IT-MI0872,3,pec,protocollo.busnago@cert.saga.it,contatti.xml
IT-MI0872,4,telefono,+39 0396957328,contatti.xml
IT-MI0872,5,url,https://opac.cubinrete.it/library/biblioteca-di-busnago/,contatti.xml
IT-MI0872,6,url,www.facebook.com/Biblioteca-di-Busnago-184881454886136/,contatti.xml
IT-MI0872,7,url,www.cubinrete.it/busnago,contatti.xml
IT-MI0873,1,e-mail,biblioteca.canegrate@csbno.net,contatti.xml
IT-MI0873,2,fax,+39 0331401535,contatti.xml
IT-MI0873,3,pec,comune.canegrate@pec.regione.lombardia.it,contatti.xml
IT-MI0873,4,telefono,+39 03311989838,contatti.xml
IT-MI0873,5,url,www.facebook.com/bibliotecacanegrate.g.bassi,contatti.xml
IT-MI0873,6,url,www.csbno.net,contatti.xml
IT-MI0873,7,url,https://www.comunecanegrate.it/ufficio.php?idMenu=145,contatti.xml
IT-MI0873,8,url,https://twitter.com/canegratebib,contatti.xml
IT-MI0875,1,e-mail,biblioteca.carugate@atrion.it,contatti.xml
IT-MI0875,2,pec,comune.carugate@legalmail.it,contatti.xml
IT-MI0875,3,telefono,+39 0292158311,contatti.xml
IT-MI0875,4,url,https://www.biblioclick.it/library/BIB-CARUGATE/,contatti.xml
IT-MI0875,5,url,https://it-it.facebook.com/BibliotecaCivicaDiCarugate/,contatti.xml
IT-MI0876,1,e-mail,biblioteca@comune.casarile.m.it,contatti.xml
IT-MI0876,2,fax,+39 0290092021,contatti.xml
IT-MI0876,3,pec,protocollo@pec.comune.casarile.mi.it,contatti.xml
IT-MI0876,4,telefono,+39 0290091789,contatti.xml
IT-MI0876,5,url,www.facebook.com/Biblioteca-Casarile-929854820359971/,contatti.xml
IT-MI0876,6,url,https://catalogo.fondazioneperleggere.it/library/casarile/,contatti.xml
IT-MI0877,1,e-mail,biblioteca.cassanodadda@cubinrete.it,contatti.xml
IT-MI0877,2,e-mail,m.vergani@cubinrete.it,contatti.xml
IT-MI0877,3,fax,+39 036364422,contatti.xml
IT-MI0877,4,pec,protocollo@comune.cassanodadda.mi.legalmail.it,contatti.xml
IT-MI0877,5,telefono,+39 036361967,contatti.xml
IT-MI0877,6,url,www.cubinrete.it/cassano-d-adda,contatti.xml
IT-MI0878,1,e-mail,biblioteca@comune.cassinettadilugagnano.mi.it,contatti.xml
IT-MI0878,2,fax,+39 0294241021,contatti.xml
IT-MI0878,3,pec,comune.cassinettadilugagnano@pec.regione.lombardia.it,contatti.xml
IT-MI0878,4,telefono,+39 0286894035,contatti.xml
IT-MI0878,5,telefono,+39 3480279412,contatti.xml
IT-MI0878,6,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0882,1,e-mail,biblioteca@comune.cassinadepecchi.mi.it,contatti.xml
IT-MI0882,2,e-mail,cultura@comune.cassinadepecchi.mi.it,contatti.xml
IT-MI0882,3,pec,protocollo@pec.comune.cassinadepecchi.mi.it,contatti.xml
IT-MI0882,4,telefono,+39 029529295,contatti.xml
IT-MI0882,5,telefono,+39 0295440955,contatti.xml
IT-MI0882,6,url,https://www.comune.cassinadepecchi.mi.it/it/vivere/700018#servizi-presenti-nel-luogo,contatti.xml
IT-MI0885,1,e-mail,biblioteca.cerro@csbno.net,contatti.xml
IT-MI0885,2,e-mail,elisabetta.ciovati@cerromaggiore.org,contatti.xml
IT-MI0885,3,fax,+39 0331421788,contatti.xml
IT-MI0885,4,pec,protocollo.cerromaggiore@legalmail.it,contatti.xml
IT-MI0885,5,telefono,+39 0331423708,contatti.xml
IT-MI0885,6,telefono,+39 0331423659,contatti.xml
IT-MI0885,7,url,www.csbno.net,contatti.xml
IT-MI0888,1,e-mail,ilpertini@comune.cinisello-balsamo.mi.it,contatti.xml
IT-MI0888,2,fax,+39 0266023745,contatti.xml
IT-MI0888,3,pec,comune.cinisellobalsamo@pec.regione.lombardia.it,contatti.xml
IT-MI0888,4,telefono,+39 0266023542,contatti.xml
IT-MI0888,5,url,https://www.comune.cinisello-balsamo.mi.it/spip.php?rubrique107,contatti.xml
IT-MI0890,1,e-mail,isf.vicedirezione@tiscali.it,contatti.xml
IT-MI0890,2,fax,+39 0245677344,contatti.xml
IT-MI0890,3,telefono,+39 02456771,contatti.xml
IT-MI0890,4,url,http://www.istitutosacrafamiglia.it,contatti.xml
IT-MI0895,1,e-mail,biblioteca@comune.colognomonzese.mi.it,contatti.xml
IT-MI0895,2,pec,pec.protocollo.comunecolognomonzese@legalmail.it,contatti.xml
IT-MI0895,3,telefono,+39 0225308281,contatti.xml
IT-MI0895,4,url,https://www.biblioteca.colognomonzese.mi.it/v1/,contatti.xml
IT-MI0895,5,url,https://www.facebook.com/bibliotecacologno/,contatti.xml
IT-MI0895,6,url,https://www.biblioclick.it/library/bib-cologno/,contatti.xml
IT-MI0898,1,e-mail,servizio.biblioteca@comune.corbetta.mi.it,contatti.xml
IT-MI0898,2,fax,+39 029770429,contatti.xml
IT-MI0898,3,pec,comune.corbetta@postemailcertificata.it,contatti.xml
IT-MI0898,4,telefono,+39 0297204370,contatti.xml
IT-MI0898,5,telefono,+39 0297204371,contatti.xml
IT-MI0898,6,url,https://comune.corbetta.mi.it/uffici/134632/cultura-biblioteca,contatti.xml
IT-MI0898,7,url,www.facebook.com/Biblioteca-Comunale-Corbetta-155588267882780/,contatti.xml
IT-MI0898,8,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0899,1,e-mail,biblioteca.cormano@csbno.net,contatti.xml
IT-MI0899,2,fax,+39 0266303197,contatti.xml
IT-MI0899,3,pec,comune.cormano@comune.cormano.mi.legalmailpa.it,contatti.xml
IT-MI0899,4,telefono,+39 0266303197,contatti.xml
IT-MI0899,5,url,https://webopac.csbno.net,contatti.xml
IT-MI0901,1,e-mail,medinfo@jacit.jnj.com,contatti.xml
IT-MI0901,2,fax,+39 022510530,contatti.xml
IT-MI0901,3,telefono,+39022510526,contatti.xml
IT-MI0902,1,e-mail,biblioteca.concorezzo@cubinrete.it,contatti.xml
IT-MI0902,2,fax,+39 0396040833,contatti.xml
IT-MI0902,3,pec,protocollo@comune.concorezzo.mb.legalmail.it,contatti.xml
IT-MI0902,4,telefono,+39 3962800203,contatti.xml
IT-MI0902,5,url,https://www.cubinrete.it/concorezzo,contatti.xml
IT-MI0902,6,url,www.facebook.com/bibliotecaconcorezzo/,contatti.xml
IT-MI0902,7,url,www.cubinrete.it/concorezzo,contatti.xml
IT-MI0906,1,e-mail,biblioteca.cornaredo@csbno.net,contatti.xml
IT-MI0906,2,fax,+39 0293565161,contatti.xml
IT-MI0906,3,pec,protocollo@pec.comune.cornaredo.mi.it,contatti.xml
IT-MI0906,4,telefono,+39 0293263290,contatti.xml
IT-MI0906,5,url,https://comune.cornaredo.mi.it/,contatti.xml
IT-MI0907,1,e-mail,s.beccaccini.@comune.corsico.mi.it,contatti.xml
IT-MI0907,2,e-mail,bibliotecacentrale@comune.corsico.mi.it,contatti.xml
IT-MI0907,3,fax,+39 024480620,contatti.xml
IT-MI0907,4,pec,ufficioprotocollo@cert.comune.corsico.mi.it,contatti.xml
IT-MI0907,5,telefono,+39 024480677,contatti.xml
IT-MI0907,6,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0913,1,e-mail,s.beccaccini@comune.corsico.mi.it,contatti.xml
IT-MI0913,2,e-mail,bibliotecacentrale@comune.corsico.mi.it,contatti.xml
IT-MI0913,3,fax,+39 024409906,contatti.xml
IT-MI0913,4,pec,ufficioprotocollo@cert.comune.corsico.mi.it,contatti.xml
IT-MI0913,5,telefono,+39 024480677,contatti.xml
IT-MI0913,6,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0918,1,e-mail,biblioteca@comune.garbagnate-milanese.mi.it,contatti.xml
IT-MI0918,2,pec,comune@garbagnate-milanese.legalmail.it,contatti.xml
IT-MI0918,3,telefono,+39 0278618700,contatti.xml
IT-MI0918,4,url,https://comune.garbagnate-milanese.mi.it/amministrazione/unita-organizzativa/settore-servizi-educativi-sportivi-e-del-tempo-libero-cultura/biblioteca/,contatti.xml
IT-MI0918,5,url,https://it-it.facebook.com/bibliotecadigarbagnate/,contatti.xml
IT-MI0919,1,e-mail,biblioteca@comune.inveruno.mi.it,contatti.xml
IT-MI0919,2,fax,+39 0297285978,contatti.xml
IT-MI0919,3,pec,comune.inveruno@legalmail.it,contatti.xml
IT-MI0919,4,telefono,+39 029788121,contatti.xml
IT-MI0919,5,url,www.facebook.com/BibliotecaInveruno/,contatti.xml
IT-MI0919,6,url,https://catalogo.fondazioneperleggere.it/library/Inveruno/,contatti.xml
IT-MI0922,1,e-mail,biblioteca@comune.gaggiano.mi.it,contatti.xml
IT-MI0922,2,fax,+39 029081666,contatti.xml
IT-MI0922,3,pec,comune.gaggiano@pec.regione.lombardia.it,contatti.xml
IT-MI0922,4,telefono,+39 290899241,contatti.xml
IT-MI0925,1,e-mail,biblioteca.lainate@comune.lainate.mi.it,contatti.xml
IT-MI0925,2,fax,+39 0293571321,contatti.xml
IT-MI0925,3,pec,comune.lainate@pec.regione.lombardia.it,contatti.xml
IT-MI0925,4,telefono,+39 0293598208,contatti.xml
IT-MI0925,5,telefono,+39 0293598275,contatti.xml
IT-MI0925,6,url,https://webopac.csbno.net,contatti.xml
IT-MI0925,7,url,www.facebook.com/Aristonurbancenter/,contatti.xml
IT-MI0925,8,url,www.csbno.net,contatti.xml
IT-MI0927,1,e-mail,bibliotecalegnano@ao-legnano.it,contatti.xml
IT-MI0927,2,fax,+39 0331594009,contatti.xml
IT-MI0927,3,pec,risorseumane@pec.asst-ovestmi.it,contatti.xml
IT-MI0927,4,telefono,+39 0331449111,contatti.xml
IT-MI0927,5,url,http://www.ao-legnano.it,contatti.xml
